keyword,cluster,volume,kd,cpc,intent,paa,aio,fs,sessoes,score,variante_de,norm
loja de natação,Natacao e mergulho (adj.),260.0,29.0,0.12,Commercial,True,False,False,7.5,6.0,loja de natacao,loja de natacao
macacao para natacao feminina,Natacao e mergulho (adj.),260.0,17.0,0.06,Commercial,False,True,False,7.5,6.0,,macacao para natacao feminina
roupa de neoprene para natação,Natacao e mergulho (adj.),260.0,16.0,0.11,Commercial,True,True,False,7.5,6.0,,roupa de neoprene para natacao
roupa de natacao masculina,Natacao e mergulho (adj.),140.0,11.0,0.08,Commercial,True,False,False,6.9,5.5,roupa de natação masculina,roupa de natacao masculina
bermuda neoprene natação,Natacao e mergulho (adj.),210.0,8.0,0.17,"Informational, Commercial",True,False,False,10.3,5.2,,bermuda neoprene natacao
traje arena feminino,Natacao e mergulho (adj.),210.0,13.0,0.16,"Informational, Commercial",False,False,False,10.3,5.2,,traje arena feminino
traje de natação,Natacao e mergulho (adj.),210.0,4.0,0.16,"Informational, Commercial",False,False,False,10.3,5.2,,traje de natacao
macacao natacao,Natacao e mergulho (adj.),210.0,18.0,0.06,Commercial,False,False,False,6.1,4.9,,macacao natacao
maiô natação masculino,Natacao e mergulho (adj.),210.0,22.0,0.07,Commercial,True,False,False,6.1,4.9,,maio natacao masculino
calção para natação,Natacao e mergulho (adj.),110.0,8.0,0.07,Commercial,False,False,False,5.4,4.3,,calcao para natacao
roupa mergulho neoprene,Natacao e mergulho (adj.),110.0,6.0,0.09,Commercial,False,False,False,5.4,4.3,,roupa mergulho neoprene
short nataçao,Natacao e mergulho (adj.),110.0,8.0,0.1,Commercial,False,False,False,5.4,4.3,short natacao,short natacao
traje para natação,Natacao e mergulho (adj.),110.0,8.0,0.16,Commercial,True,False,False,5.4,4.3,,traje para natacao
roupa termica natação,Natacao e mergulho (adj.),170.0,23.0,0.06,Commercial,True,False,False,4.9,3.9,,roupa termica natacao
roupa termica para natação,Natacao e mergulho (adj.),170.0,19.0,0.06,Commercial,True,False,False,4.9,3.9,,roupa termica para natacao
short natacao,Natacao e mergulho (adj.),170.0,17.0,0.1,Commercial,True,False,False,4.9,3.9,,short natacao
camiseta natação,Natacao e mergulho (adj.),260.0,22.0,0.09,"Informational, Commercial",True,False,False,7.5,3.8,,camiseta natacao
equipamentos para natacao,Natacao e mergulho (adj.),260.0,22.0,0.07,"Informational, Commercial",True,False,False,7.5,3.8,,equipamentos para natacao
sapatilha de mergulho,Natacao e mergulho (adj.),260.0,20.0,0.05,"Informational, Commercial",True,False,False,7.5,3.8,,sapatilha de mergulho
natação masculina,Natacao e mergulho (adj.),90.0,10.0,0.08,Commercial,True,False,False,4.4,3.5,,natacao masculina
roupa de natação infantil masculino,Natacao e mergulho (adj.),140.0,9.0,0.04,"Informational, Commercial",True,False,False,6.9,3.5,,roupa de natacao infantil masculino
roupa para mergulho neoprene,Natacao e mergulho (adj.),90.0,7.0,0.1,Commercial,False,False,False,4.4,3.5,,roupa para mergulho neoprene
roupas de mergulho 5mm,Natacao e mergulho (adj.),90.0,5.0,0.06,Commercial,False,False,False,4.4,3.5,,roupas de mergulho 5mm
shorts para natação,Natacao e mergulho (adj.),90.0,12.0,0.08,Commercial,True,False,False,4.4,3.5,,shorts para natacao
camiseta para natação,Natacao e mergulho (adj.),140.0,21.0,0.07,Commercial,True,False,False,4.1,3.3,,camiseta para natacao
macacao para natacao,Natacao e mergulho (adj.),140.0,16.0,0.1,Commercial,True,False,False,4.1,3.3,,macacao para natacao
material para natacao,Natacao e mergulho (adj.),140.0,28.0,0.07,Commercial,True,False,False,4.1,3.3,,material para natacao
roupa de neoprene natação,Natacao e mergulho (adj.),260.0,8.0,0.1,Informational,True,False,False,12.7,3.2,,roupa de neoprene natacao
camisa natação masculina,Natacao e mergulho (adj.),110.0,21.0,0.07,"Informational, Transactional",False,False,False,3.2,2.9,,camisa natacao masculina
calção de natação masculino,Natacao e mergulho (adj.),110.0,8.0,0.05,"Informational, Commercial",True,False,False,5.4,2.7,,calcao de natacao masculino
artigos para natação,Natacao e mergulho (adj.),110.0,29.0,0.08,Commercial,True,False,False,3.2,2.6,,artigos para natacao
calcao natacao,Natacao e mergulho (adj.),110.0,16.0,0.07,Commercial,True,False,False,3.2,2.6,,calcao natacao
camisa neoprene natação,Natacao e mergulho (adj.),110.0,23.0,0.08,Commercial,True,False,False,3.2,2.6,,camisa neoprene natacao
camisa neoprene para natação,Natacao e mergulho (adj.),110.0,16.0,0.09,Commercial,True,False,False,3.2,2.6,,camisa neoprene para natacao
camisa termica natação,Natacao e mergulho (adj.),110.0,22.0,0.05,Commercial,True,False,False,3.2,2.6,,camisa termica natacao
macacão de mergulho,Natacao e mergulho (adj.),170.0,27.0,0.03,"Informational, Commercial",True,False,False,4.9,2.5,,macacao de mergulho
maio masculino natação,Natacao e mergulho (adj.),170.0,21.0,0.07,"Informational, Commercial",True,False,False,4.9,2.5,,maio masculino natacao
roupa para natacao masculina,Natacao e mergulho (adj.),90.0,13.0,0.08,"Informational, Commercial",True,True,False,4.4,2.2,,roupa para natacao masculina
acessorios natacao,Natacao e mergulho (adj.),90.0,20.0,0.06,Commercial,False,False,False,2.6,2.1,acessorios natação,acessorios natacao
loja de roupa de natação,Natacao e mergulho (adj.),90.0,21.0,0.16,Commercial,False,False,False,2.6,2.1,,loja de roupa de natacao
macacão de natação masculino,Natacao e mergulho (adj.),140.0,16.0,0.07,"Informational, Commercial",True,False,False,4.1,2.0,,macacao de natacao masculino
equipamentos para natação,Natacao e mergulho (adj.),260.0,24.0,0.07,Informational,True,True,False,7.5,1.9,equipamentos para natacao,equipamentos para natacao
roupa para natação infantil,Natacao e mergulho (adj.),260.0,16.0,0.06,Informational,True,False,False,7.5,1.9,,roupa para natacao infantil
roupa de nadar,Natacao e mergulho (adj.),140.0,10.0,0.13,Informational,True,False,False,6.9,1.7,,roupa de nadar
poncho natação,Natacao e mergulho (adj.),110.0,16.0,0.1,"Informational, Commercial",True,False,False,3.2,1.6,,poncho natacao
acessórios natação,Natacao e mergulho (adj.),110.0,18.0,0.05,"Informational, Commercial",True,True,False,3.2,1.6,acessorios natação,acessorios natacao
blusa para natação,Natacao e mergulho (adj.),110.0,21.0,0.06,"Informational, Commercial",True,True,False,3.2,1.6,,blusa para natacao
equipamentos da natação,Natacao e mergulho (adj.),210.0,16.0,0.07,Informational,True,True,False,6.1,1.5,,equipamentos da natacao
maiô masculino para natação,Natacao e mergulho (adj.),210.0,21.0,0.07,Informational,True,False,False,6.1,1.5,,maio masculino para natacao
roupa de neoprene para mergulho,Natacao e mergulho (adj.),70.0,0.0,0.09,,False,False,False,3.4,1.4,,roupa de neoprene para mergulho
material de natacao,Natacao e mergulho (adj.),170.0,34.0,0.07,Commercial,True,False,False,1.7,1.4,,material de natacao
roupas de natação masculina,Natacao e mergulho (adj.),70.0,0.0,0.07,,False,False,False,3.4,1.4,,roupas de natacao masculina
short natacao masculino,Natacao e mergulho (adj.),70.0,0.0,0.08,,False,False,False,3.4,1.4,short natação masculino,short natacao masculino
calça de natação,Natacao e mergulho (adj.),90.0,21.0,0.08,"Informational, Commercial",True,False,False,2.6,1.3,,calca de natacao
roupa para nadar,Natacao e mergulho (adj.),90.0,15.0,0.06,"Informational, Commercial",True,True,False,2.6,1.3,,roupa para nadar
material para natação,Natacao e mergulho (adj.),140.0,22.0,0.07,Informational,True,True,False,4.1,1.0,material para natacao,material para natacao
natação materiais,Natacao e mergulho (adj.),140.0,18.0,0.07,Informational,True,True,False,4.1,1.0,,natacao materiais
artigos de natação,Natacao e mergulho (adj.),110.0,36.0,0.09,Commercial,False,False,False,1.1,0.9,,artigos de natacao
acessórios para natação,Natacao e mergulho (adj.),110.0,18.0,0.06,Informational,True,True,False,3.2,0.8,acessorios para natação,acessorios para natacao
camisa de neoprene para natação,Natacao e mergulho (adj.),40.0,0.0,0.06,,False,False,False,2.0,0.8,,camisa de neoprene para natacao
roupa de borracha para natação masculino,Natacao e mergulho (adj.),40.0,0.0,0.07,,False,False,False,2.0,0.8,,roupa de borracha para natacao masculino
calça para natação,Natacao e mergulho (adj.),90.0,22.0,0.08,Informational,True,False,False,2.6,0.7,,calca para natacao
sapatilha para hidroginastica,Natacao e mergulho (adj.),90.0,21.0,0.03,Informational,True,False,False,2.6,0.7,,sapatilha para hidroginastica
roupa de natação feminina infantil,Natacao e mergulho (adj.),30.0,0.0,0.05,,False,False,False,1.5,0.6,,roupa de natacao feminina infantil
roupa de natação masculina adulto,Natacao e mergulho (adj.),30.0,0.0,0.07,,False,False,False,1.5,0.6,,roupa de natacao masculina adulto
biquini para nadar,Natacao e mergulho (adj.),20.0,0.0,0.15,,False,False,False,1.0,0.4,,biquini para nadar
camiseta para nadar,Natacao e mergulho (adj.),20.0,0.0,0.09,,False,False,False,1.0,0.4,,camiseta para nadar
poncho de natação infantil,Natacao e mergulho (adj.),20.0,0.0,0.06,,False,False,False,1.0,0.4,,poncho de natacao infantil
camisa de neoprene para mergulho,Natacao e mergulho (adj.),20.0,0.0,0.0,,False,False,False,1.0,0.4,,camisa de neoprene para mergulho
camisa neoprene mergulho,Natacao e mergulho (adj.),20.0,0.0,0.05,,False,False,False,1.0,0.4,,camisa neoprene mergulho
roupa de natação masculina neoprene,Natacao e mergulho (adj.),20.0,0.0,0.08,,False,False,False,1.0,0.4,,roupa de natacao masculina neoprene
roupa de natação masculina profissional,Natacao e mergulho (adj.),20.0,0.0,0.05,,False,False,False,1.0,0.4,,roupa de natacao masculina profissional
roupa para aula de natação masculino,Natacao e mergulho (adj.),20.0,0.0,0.07,,False,False,False,1.0,0.4,,roupa para aula de natacao masculino
sapatilha natacao,Natacao e mergulho (adj.),20.0,0.0,0.04,,False,False,False,1.0,0.4,,sapatilha natacao
sapatilha para natacao,Natacao e mergulho (adj.),20.0,0.0,0.04,,False,False,False,1.0,0.4,,sapatilha para natacao
roupa masculina de natação,Natacao e mergulho (adj.),10.0,0.0,0.07,,False,False,False,0.5,0.2,,roupa masculina de natacao
lycra para natação,Natacao e mergulho (adj.),0.0,0.0,0.0,,False,False,False,0.0,0.0,,lycra para natacao
maio esportivo natação,Natacao e mergulho (adj.),0.0,0.0,0.0,,False,False,False,0.0,0.0,,maio esportivo natacao
poncho para mergulho,Natacao e mergulho (adj.),,,,,False,False,False,,,,poncho para mergulho
poncho para natação,Natacao e mergulho (adj.),0.0,0.0,0.0,,False,False,False,0.0,0.0,,poncho para natacao
camisa mergulho mormaii manga longa neolycra,Natacao e mergulho (adj.),0.0,0.0,0.0,,False,False,False,0.0,0.0,,camisa mergulho mormaii manga longa neolycra
neoprene para natacao,Natacao e mergulho (adj.),,,,,False,False,False,,,neoprene para natação,neoprene para natacao
long john,Neoprene,2400.0,11.0,0.12,Commercial,True,False,False,117.6,94.1,,long john
long john john,Neoprene,1300.0,10.0,0.12,Commercial,True,False,False,63.7,51.0,,long john john
roupa neoprene,Neoprene,1000.0,12.0,0.1,Commercial,True,False,False,49.0,39.2,,roupa neoprene
wetsuit,Neoprene,1600.0,15.0,0.27,Commercial,True,True,False,46.4,37.1,,wetsuit
roupa de borracha,Neoprene,720.0,10.0,0.16,Commercial,True,False,False,35.3,28.2,,roupa de borracha
roupa de neoprene,Neoprene,880.0,13.0,0.09,"Informational, Commercial",True,False,False,43.1,21.6,,roupa de neoprene
roupa de borracha surf,Neoprene,480.0,10.0,0.1,Commercial,True,False,False,23.5,18.8,,roupa de borracha surf
long john masculino,Neoprene,480.0,13.0,0.1,Commercial,True,False,False,23.5,18.8,,long john masculino
roupas em neoprene,Neoprene,720.0,10.0,0.1,"Informational, Commercial",True,False,False,35.3,17.6,,roupas em neoprene
wetsuit feminino,Neoprene,390.0,12.0,0.18,Commercial,True,False,False,19.1,15.3,,wetsuit feminino
roupa de borracha para surf,Neoprene,390.0,10.0,0.09,Commercial,True,False,False,19.1,15.3,,roupa de borracha para surf
roupa de borracha para triathlon,Neoprene,390.0,5.0,0.26,Commercial,False,False,False,19.1,15.3,,roupa de borracha para triathlon
wetsuit wet,Neoprene,1600.0,33.0,0.27,Commercial,True,False,False,16.0,12.8,,wetsuit wet
jaqueta neoprene surf,Neoprene,210.0,9.0,0.12,Commercial,False,False,False,10.3,8.2,,jaqueta neoprene surf
roupas femininas neoprene,Neoprene,210.0,12.0,0.1,Commercial,True,True,False,10.3,8.2,,roupas femininas neoprene
meia de neoprene,Neoprene,320.0,7.0,0.05,"Informational, Commercial",True,False,False,15.7,7.8,,meia de neoprene
wetsuit masculino,Neoprene,170.0,8.0,0.18,Commercial,False,False,False,8.3,6.6,,wetsuit masculino
roupas de neoprene,Neoprene,170.0,10.0,0.09,Commercial,True,False,False,8.3,6.6,,roupas de neoprene
camisa neoprene surf,Neoprene,140.0,12.0,0.11,Commercial,False,False,False,6.9,5.5,,camisa neoprene surf
camisa surf neoprene,Neoprene,140.0,12.0,0.11,Commercial,True,False,False,6.9,5.5,,camisa surf neoprene
neoprene surf,Neoprene,140.0,10.0,0.1,Commercial,True,False,False,6.9,5.5,,neoprene surf
meia neoprene,Neoprene,390.0,12.0,0.07,Informational,True,True,False,19.1,4.8,,meia neoprene
long john surf,Neoprene,110.0,8.0,0.12,Commercial,True,False,False,5.4,4.3,,long john surf
jaqueta de neoprene,Neoprene,110.0,7.0,0.19,Commercial,True,False,False,5.4,4.3,,jaqueta de neoprene
neoprene feminino,Neoprene,110.0,11.0,0.11,Commercial,True,False,False,5.4,4.3,,neoprene feminino
roupa de borracha feminina,Neoprene,110.0,10.0,0.11,Commercial,True,False,False,5.4,4.3,,roupa de borracha feminina
surf long john,Neoprene,110.0,11.0,0.13,Commercial,True,False,False,5.4,4.3,,surf long john
surf neoprene suit,Neoprene,110.0,11.0,0.34,Commercial,True,False,False,5.4,4.3,,surf neoprene suit
blusa neoprene,Neoprene,170.0,12.0,0.07,"Informational, Commercial",True,False,False,8.3,4.2,,blusa neoprene
macacao neoprene,Neoprene,170.0,21.0,0.08,Commercial,True,False,False,4.9,3.9,,macacao neoprene
camisa neoprene,Neoprene,260.0,16.0,0.08,"Informational, Commercial",True,False,False,7.5,3.8,,camisa neoprene
camiseta neoprene,Neoprene,260.0,22.0,0.08,"Informational, Commercial",True,False,False,7.5,3.8,,camiseta neoprene
macacão neoprene,Neoprene,140.0,21.0,0.08,"Informational, Transactional",True,False,False,4.1,3.7,macacao neoprene,macacao neoprene
bermuda de neoprene,Neoprene,90.0,7.0,0.09,Commercial,True,False,False,4.4,3.5,,bermuda de neoprene
blusa neoprene feminina,Neoprene,140.0,14.0,0.08,"Informational, Commercial",True,False,False,6.9,3.5,,blusa neoprene feminina
camisa neoprene feminina,Neoprene,90.0,8.0,0.07,Commercial,False,False,False,4.4,3.5,,camisa neoprene feminina
colete de neoprene,Neoprene,110.0,4.0,0.13,"Informational, Commercial",True,False,False,5.4,2.7,,colete de neoprene
bermuda neoprene,Neoprene,210.0,7.0,0.11,Informational,True,False,False,10.3,2.6,,bermuda neoprene
calça de neoprene,Neoprene,90.0,7.0,0.07,"Informational, Commercial",True,False,False,4.4,2.2,,calca de neoprene
blusa de neoprene,Neoprene,90.0,19.0,0.09,Commercial,True,False,False,2.6,2.1,,blusa de neoprene
neoprene 3mm,Neoprene,110.0,19.0,0.18,"Informational, Commercial",True,False,False,3.2,1.6,,neoprene 3mm
camiseta de neoprene,Neoprene,70.0,0.0,0.06,,False,False,False,3.4,1.4,,camiseta de neoprene
roupa de neoprene feminina,Neoprene,70.0,0.0,0.13,,False,False,False,3.4,1.4,,roupa de neoprene feminina
roupa de neoprene surf,Neoprene,70.0,0.0,0.1,,False,False,False,3.4,1.4,,roupa de neoprene surf
camiseta neoprene feminina,Neoprene,70.0,0.0,0.07,,False,False,False,3.4,1.4,,camiseta neoprene feminina
camiseta neoprene masculina,Neoprene,70.0,0.0,0.09,,False,False,False,3.4,1.4,,camiseta neoprene masculina
macacao neoprene feminino,Neoprene,70.0,0.0,0.11,,False,False,False,3.4,1.4,,macacao neoprene feminino
macacão neoprene feminino,Neoprene,70.0,0.0,0.11,,False,False,False,3.4,1.4,macacao neoprene feminino,macacao neoprene feminino
camisa de neoprene,Neoprene,90.0,17.0,0.07,"Informational, Commercial",True,False,False,2.6,1.3,,camisa de neoprene
camiseta neoprene surf,Neoprene,90.0,18.0,0.09,"Informational, Commercial",False,False,False,2.6,1.3,,camiseta neoprene surf
roupa de neoprene infantil,Neoprene,50.0,0.0,0.1,,False,False,False,2.5,1.0,,roupa de neoprene infantil
roupa de neoprene masculina,Neoprene,50.0,0.0,0.09,,False,False,False,2.5,1.0,,roupa de neoprene masculina
conjunto neoprene,Neoprene,50.0,0.0,0.06,,False,False,False,2.5,1.0,,conjunto neoprene
roupa de neoprene para surf,Neoprene,50.0,0.0,0.18,,False,False,False,2.5,1.0,,roupa de neoprene para surf
roupa termica surf,Neoprene,50.0,0.0,0.08,,False,False,False,2.5,1.0,,roupa termica surf
neoprene 2mm,Neoprene,40.0,0.0,0.1,,False,False,False,2.0,0.8,,neoprene 2mm
blusa de neoprene feminina,Neoprene,40.0,0.0,0.08,,False,False,False,2.0,0.8,,blusa de neoprene feminina
blusa neoprene masculina,Neoprene,30.0,0.0,0.08,,False,False,False,1.5,0.6,,blusa neoprene masculina
camisa mormaii neoprene,Neoprene,30.0,0.0,0.08,,False,False,False,1.5,0.6,,camisa mormaii neoprene
camisa neoprene mormaii,Neoprene,30.0,0.0,0.08,,False,False,False,1.5,0.6,,camisa neoprene mormaii
bermuda neoprene surf,Neoprene,20.0,0.0,0.14,,False,False,False,1.0,0.4,,bermuda neoprene surf
comprar roupa de neoprene,Neoprene,20.0,0.0,0.0,,False,False,False,1.0,0.4,,comprar roupa de neoprene
long john neoprene,Neoprene,20.0,0.0,0.1,,False,False,False,1.0,0.4,,long john neoprene
macaquinho de neoprene,Neoprene,20.0,0.0,0.05,,False,False,False,1.0,0.4,,macaquinho de neoprene
roupa de neoprene 3mm,Neoprene,20.0,0.0,0.11,,False,False,False,1.0,0.4,,roupa de neoprene 3mm
roupa de neoprene preço,Neoprene,20.0,0.0,0.0,,False,False,False,1.0,0.4,,roupa de neoprene preco
short de neoprene,Neoprene,20.0,0.0,0.09,,False,False,False,1.0,0.4,,short de neoprene
wetsuit infantil,Neoprene,20.0,0.0,0.17,,False,False,False,1.0,0.4,,wetsuit infantil
bermuda de neoprene masculina,Neoprene,20.0,0.0,0.08,,False,False,False,1.0,0.4,,bermuda de neoprene masculina
bermuda de neoprene para surf,Neoprene,20.0,0.0,0.09,,False,False,False,1.0,0.4,,bermuda de neoprene para surf
bermuda surf neoprene,Neoprene,20.0,0.0,0.08,,False,False,False,1.0,0.4,,bermuda surf neoprene
blusa de neoprene masculina,Neoprene,20.0,0.0,0.05,,False,False,False,1.0,0.4,,blusa de neoprene masculina
blusa neoprene surf,Neoprene,20.0,0.0,0.07,,False,False,False,1.0,0.4,,blusa neoprene surf
camisa de neoprene manga longa,Neoprene,20.0,0.0,0.0,,False,False,False,1.0,0.4,,camisa de neoprene manga longa
camisa de neoprene masculina,Neoprene,20.0,0.0,0.04,,False,False,False,1.0,0.4,,camisa de neoprene masculina
camisa de neoprene mormaii,Neoprene,20.0,0.0,0.0,,False,False,False,1.0,0.4,,camisa de neoprene mormaii
camisa de neoprene para surf,Neoprene,20.0,0.0,0.08,,False,False,False,1.0,0.4,,camisa de neoprene para surf
camisa de neoprene surf,Neoprene,20.0,0.0,0.08,,False,False,False,1.0,0.4,,camisa de neoprene surf
camisa manga longa neoprene,Neoprene,20.0,0.0,0.09,,False,False,False,1.0,0.4,,camisa manga longa neoprene
camisa neoprene 1 5mm,Neoprene,20.0,0.0,0.04,,False,False,False,1.0,0.4,,camisa neoprene 1 5mm
camisa neoprene 1mm,Neoprene,20.0,0.0,0.08,,False,False,False,1.0,0.4,,camisa neoprene 1mm
camisa neoprene 2mm,Neoprene,20.0,0.0,0.07,,False,False,False,1.0,0.4,,camisa neoprene 2mm
camisa neoprene 3mm,Neoprene,20.0,0.0,0.07,,False,False,False,1.0,0.4,,camisa neoprene 3mm
camisa neoprene billabong,Neoprene,20.0,0.0,0.0,,False,False,False,1.0,0.4,,camisa neoprene billabong
camisa neoprene decathlon,Neoprene,20.0,0.0,0.02,,False,False,False,1.0,0.4,,camisa neoprene decathlon
camisa neoprene hurley,Neoprene,20.0,0.0,0.0,,False,False,False,1.0,0.4,,camisa neoprene hurley
camisa neoprene manga curta,Neoprene,20.0,0.0,0.0,,False,False,False,1.0,0.4,,camisa neoprene manga curta
camisa neoprene manga longa,Neoprene,20.0,0.0,0.09,,False,False,False,1.0,0.4,,camisa neoprene manga longa
camisa neoprene masculina,Neoprene,20.0,0.0,0.09,,False,False,False,1.0,0.4,,camisa neoprene masculina
camisa neoprene rip curl,Neoprene,20.0,0.0,0.11,,False,False,False,1.0,0.4,,camisa neoprene rip curl
camisa neoprene surf 2mm,Neoprene,20.0,0.0,0.08,,False,False,False,1.0,0.4,,camisa neoprene surf 2mm
camiseta neoprene manga curta,Neoprene,20.0,0.0,0.06,,False,False,False,1.0,0.4,,camiseta neoprene manga curta
conjunto de neoprene,Neoprene,20.0,0.0,0.0,,False,False,False,1.0,0.4,,conjunto de neoprene
kit neoprene,Neoprene,20.0,0.0,0.0,,False,False,False,1.0,0.4,,kit neoprene
neoprene camisa,Neoprene,20.0,0.0,0.06,,False,False,False,1.0,0.4,,neoprene camisa
neoprene camiseta,Neoprene,20.0,0.0,0.0,,False,False,False,1.0,0.4,,neoprene camiseta
neoprene para surf,Neoprene,20.0,0.0,0.1,,False,False,False,1.0,0.4,,neoprene para surf
roupa termica para agua,Neoprene,20.0,0.0,0.07,,False,False,False,1.0,0.4,,roupa termica para agua
segunda pele neoprene,Neoprene,20.0,0.0,0.05,,False,False,False,1.0,0.4,,segunda pele neoprene
shorts neoprene,Neoprene,10.0,0.0,0.1,,False,False,False,0.5,0.2,,shorts neoprene
capuz de neoprene surf,Neoprene,,,,,False,False,False,,,,capuz de neoprene surf
espessura de neoprene surf,Neoprene,,,,,False,False,False,,,,espessura de neoprene surf
luva de neoprene surf,Neoprene,0.0,0.0,0.0,,False,False,False,0.0,0.0,,luva de neoprene surf
melhor roupa de neoprene,Neoprene,0.0,0.0,0.0,,False,False,False,0.0,0.0,,melhor roupa de neoprene
neoprene inverno surf,Neoprene,,,,,False,False,False,,,,neoprene inverno surf
neoprene nacional,Neoprene,,,,,False,False,False,,,,neoprene nacional
neoprene para kitesurf,Neoprene,0.0,0.0,0.0,,False,False,False,0.0,0.0,,neoprene para kitesurf
neoprene para pesca,Neoprene,0.0,0.0,0.0,,False,False,False,0.0,0.0,,neoprene para pesca
neoprene para stand up paddle,Neoprene,,,,,False,False,False,,,,neoprene para stand up paddle
neoprene surf 3 2,Neoprene,,,,,False,False,False,,,,neoprene surf 3 2
roupa de neoprene brasileira,Neoprene,,,,,False,False,False,,,,roupa de neoprene brasileira
roupa de neoprene para água fria,Neoprene,,,,,False,False,False,,,,roupa de neoprene para agua fria
roupa térmica surf,Neoprene,,,,,False,False,False,,,roupa termica surf,roupa termica surf
tamanho de roupa de neoprene,Neoprene,0.0,0.0,0.0,,False,False,False,0.0,0.0,,tamanho de roupa de neoprene
bermuda neoprene masculino,Neoprene,0.0,0.0,0.0,,False,False,False,0.0,0.0,,bermuda neoprene masculino
camisa lycra neoprene,Neoprene,,,,,False,False,False,,,,camisa lycra neoprene
camiseta com neoprene e uv,Neoprene,,,,,False,False,False,,,,camiseta com neoprene e uv
camiseta neoprene 1.5mm,Neoprene,0.0,0.0,0.0,,False,False,False,0.0,0.0,,camiseta neoprene 1.5mm
loja de roupa de neoprene,Neoprene,,,,,False,False,False,,,,loja de roupa de neoprene
roupa termica para mar,Neoprene,,,,,False,False,False,,,,roupa termica para mar
shorts de neoprene,Neoprene,0.0,0.0,0.09,,False,False,False,0.0,0.0,,shorts de neoprene
poncho toalha infantil,"Poncho, toalha e roupao",590.0,9.0,0.12,Commercial,False,False,False,28.9,23.1,,poncho toalha infantil
poncho toalha,"Poncho, toalha e roupao",390.0,11.0,0.12,Commercial,False,False,False,19.1,15.3,,poncho toalha
toalha poncho,"Poncho, toalha e roupao",390.0,11.0,0.11,Commercial,True,False,False,19.1,15.3,,toalha poncho
poncho surf,"Poncho, toalha e roupao",590.0,8.0,0.16,"Informational, Commercial",False,False,False,28.9,14.4,,poncho surf
toalha com capuz infantil,"Poncho, toalha e roupao",1000.0,10.0,0.12,Informational,False,False,False,49.0,12.2,,toalha com capuz infantil
poncho atoalhado,"Poncho, toalha e roupao",170.0,11.0,0.1,Commercial,True,False,False,8.3,6.6,,poncho atoalhado
roupão de praia infantil,"Poncho, toalha e roupao",140.0,12.0,0.1,Commercial,True,False,False,6.9,5.5,,roupao de praia infantil
poncho surf masculino,"Poncho, toalha e roupao",110.0,7.0,0.08,Commercial,False,False,False,5.4,4.3,,poncho surf masculino
poncho de surf,"Poncho, toalha e roupao",170.0,7.0,0.11,"Informational, Commercial",True,False,False,8.3,4.2,,poncho de surf
roupao de surf,"Poncho, toalha e roupao",90.0,8.0,0.11,Commercial,True,False,False,4.4,3.5,,roupao de surf
poncho atoalhado infantil,"Poncho, toalha e roupao",210.0,11.0,0.12,Informational,True,False,False,10.3,2.6,,poncho atoalhado infantil
poncho surf feminino,"Poncho, toalha e roupao",90.0,4.0,0.12,"Informational, Commercial",False,False,False,4.4,2.2,,poncho surf feminino
roupão de surf,"Poncho, toalha e roupao",90.0,10.0,0.11,"Informational, Commercial",True,False,False,4.4,2.2,roupao de surf,roupao de surf
roupão de praia,"Poncho, toalha e roupao",110.0,19.0,0.1,"Informational, Commercial",True,False,False,3.2,1.6,,roupao de praia
poncho praia,"Poncho, toalha e roupao",70.0,0.0,0.15,,False,False,False,3.4,1.4,,poncho praia
poncho de praia,"Poncho, toalha e roupao",50.0,0.0,0.07,,False,False,False,2.5,1.0,,poncho de praia
poncho toalha surf,"Poncho, toalha e roupao",50.0,0.0,0.12,,False,False,False,2.5,1.0,,poncho toalha surf
toalha poncho surf,"Poncho, toalha e roupao",50.0,0.0,0.12,,False,False,False,2.5,1.0,,toalha poncho surf
poncho atoalhado feminino,"Poncho, toalha e roupao",40.0,0.0,0.14,,False,False,False,2.0,0.8,,poncho atoalhado feminino
poncho microfibra,"Poncho, toalha e roupao",40.0,0.0,0.04,,False,False,False,2.0,0.8,,poncho microfibra
toalha de surf,"Poncho, toalha e roupao",40.0,0.0,0.07,,False,False,False,2.0,0.8,,toalha de surf
poncho de banho infantil,"Poncho, toalha e roupao",30.0,0.0,0.0,,False,False,False,1.5,0.6,,poncho de banho infantil
toalha com capuz adulto,"Poncho, toalha e roupao",30.0,0.0,0.07,,False,False,False,1.5,0.6,,toalha com capuz adulto
poncho de surf masculino,"Poncho, toalha e roupao",20.0,0.0,0.07,,False,False,False,1.0,0.4,,poncho de surf masculino
poncho infantil praia,"Poncho, toalha e roupao",20.0,0.0,0.0,,False,False,False,1.0,0.4,,poncho infantil praia
poncho para piscina,"Poncho, toalha e roupao",20.0,0.0,0.0,,False,False,False,1.0,0.4,,poncho para piscina
poncho surf infantil,"Poncho, toalha e roupao",20.0,0.0,0.09,,False,False,False,1.0,0.4,,poncho surf infantil
poncho toalha adulto,"Poncho, toalha e roupao",20.0,0.0,0.07,,False,False,False,1.0,0.4,,poncho toalha adulto
toalha de praia com capuz,"Poncho, toalha e roupao",20.0,0.0,0.0,,False,False,False,1.0,0.4,,toalha de praia com capuz
poncho de surf feminino,"Poncho, toalha e roupao",10.0,0.0,0.11,,False,False,False,0.5,0.2,,poncho de surf feminino
capa de banho praia,"Poncho, toalha e roupao",,,,,False,False,False,,,,capa de banho praia
