Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
br,poncho infantil praia,,,,,,20,0,0.00,1.00,,,,"0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.06,0.04,0.04,0.04,0.04",,,
br,poncho microfibra,,,,,,40,0,0.04,1.00,,,,"0.12,0.12,0.12,0.02,0.00,0.02,0.02,0.02,0.02,0.02,0.02,0.02",,,
br,poncho microfibra praia,,,,,,,,,,,,,,,,
br,poncho natação,,,,,,110,16,0.10,1.00,221,"Informational, Commercial","Related Searches, Image Pack, Site Links, Video, Image, People Also Ask, Popular Products","1.00,1.00,0.52,0.52,0.64,0.64,0.64,0.41,1.00,0.82,0.52,1.00",20,,
br,poncho para kitesurf,,,,,,,,,,,,,,,,
br,poncho para mergulho,,,,,,,,,,,,,,,,
br,poncho para natação,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,poncho para piscina,,,,,,20,0,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
br,poncho para stand up paddle,,,,,,,,,,,,,,,,
br,poncho para trocar de roupa,,,,,,,,,,,,,,,,
br,poncho para trocar roupa na praia,,,,,,,,,,,,,,,,
br,poncho praia,,,,,,70,0,0.15,1.00,,,,"0.08,0.10,0.10,0.14,0.10,0.14,0.14,0.29,0.22,0.08,0.10,0.08",,,
br,poncho surf,,,,,,590,8,0.16,1.00,201,"Informational, Commercial","Short Videos, Image Pack, Site Links, Video, Popular Products, Related Searches","0.81,0.81,0.54,0.54,0.54,0.44,0.54,0.67,0.67,0.44,0.44,0.54",20,,
br,poncho surf feminino,,,,,,90,4,0.12,1.00,178,"Informational, Commercial","Popular Products, Related Searches, Image Pack, Site Links, Video, Image","0.53,0.53,0.34,0.34,0.19,0.26,0.26,0.26,0.26,0.19,0.34,0.34",20,,
br,poncho surf infantil,,,,,,20,0,0.09,1.00,,,,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.00,0.00,0.66,0.00",,,
br,poncho surf masculino,,,,,,110,7,0.08,1.00,179,Commercial,"Image Pack, Site Links, Video, Popular Products, Related Searches","0.52,0.80,0.66,0.52,0.33,0.52,1.00,0.66,0.42,0.33,0.42,0.42",20,,
br,poncho surf nacional,,,,,,,,,,,,,,,,
br,poncho toalha,,,,,,390,11,0.12,1.00,187,Commercial,"Image, Popular Products, Related Searches, Image Pack, Site Links, Video","0.26,0.32,0.26,0.32,0.39,0.48,0.48,0.48,0.48,0.21,0.32,0.26",20,,
br,poncho toalha adulto,,,,,,20,0,0.07,1.00,,,,"0.66,0.66,0.66,0.66,0.00,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,,
br,poncho toalha com bolso,,,,,,,,,,,,,,,,
br,poncho toalha esportivo,,,,,,,,,,,,,,,,
br,poncho toalha infantil,,,,,,590,9,0.12,1.00,184,Commercial,"Site Links, Video, Image, Popular Products, Related Searches, Image Pack","0.16,0.16,0.20,0.25,0.25,0.31,0.31,0.84,0.52,0.31,0.31,0.31",20,,
br,poncho toalha praia,,,,,,,,,,,,,,,,
br,poncho toalha secagem rápida,,,,,,,,,,,,,,,,
br,poncho toalha surf,,,,,,50,0,0.12,1.00,,,,"0.50,0.50,0.50,0.50,0.35,0.50,0.50,0.50,0.50,0.21,0.14,0.14",,,
br,protetor solar para surf,,,,,,70,0,0.21,1.00,,,,"0.00,0.09,0.09,0.14,0.19,0.14,1.00,0.52,0.33,0.80,0.19,0.19",,,
br,proteção uv da roupa dura quanto tempo,,,,,,,,,,,,,,,,
br,proteção uv roupa surf,,,,,,,,,,,,,,,,
br,qual a diferença entre maio de surf e maio comum,,,,,,,,,,,,,,,,
br,qual a melhor marca de biquini,,,,,,30,0,0.16,1.00,,,,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.81,0.18,0.18,0.18",,,
br,qual biquini não sai surfando,,,,,,,,,,,,,,,,
br,qual espessura de neoprene usar,,,,,,,,,,,,,,,,
br,qual o tamanho do poncho de surf,,,,,,,,,,,,,,,,
br,qual protetor solar para surf,,,,,,,,,,,,,,,,
br,qual sabão lavar roupa de lycra surf,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,quando usar neoprene no surf,,,,,,,,,,,,,,,,
br,quanto custa uma roupa de surf,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,quanto tempo dura uma lycra de surf,,,,,,,,,,,,,,,,
br,rash guard,,,,,,18100,10,0.10,1.00,197,"Informational, Commercial","Popular Products, Related Searches, AI Overview, Site Links, Reviews, Video, People Also Ask","0.44,0.66,0.54,0.81,1.00,1.00,1.00,0.81,1.00,0.66,0.66,0.54",20,,
br,rash guard feminino,,,,,,140,6,0.09,1.00,171,Commercial,"Image Pack, Site Links, Video, Image, People Also Ask, Popular Products, Related Searches","0.10,0.10,0.10,0.10,0.13,0.13,0.13,0.08,0.13,0.10,0.13,0.16",20,,
br,rash guard infantil,,,,,,480,5,0.05,1.00,158,"Informational, Commercial","Related Searches, Image Pack, Site Links, Image, Popular Products","0.81,0.66,0.81,1.00,1.00,1.00,0.81,0.81,0.81,0.81,0.81,1.00",20,,
br,rash guard masculino,,,,,,70,0,0.08,1.00,,,,"0.14,0.14,0.14,0.14,0.14,0.64,0.14,1.00,0.78,0.78,0.50,0.50",,,
br,rash guard para que serve,,,,,,70,0,0.07,0.93,,,,"0.05,0.05,0.05,0.28,0.17,0.35,0.23,0.12,0.12,0.17,0.17,0.23",,,
br,robe de praia,,,,,,20,0,0.00,0.77,,,,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",,,
br,roupa anti uv praia,,,,,,,,,,,,,,,,
br,roupa com fps 50 funciona,,,,,,,,,,,,,,,,
br,roupa com proteção solar,,,,,,210,13,0.13,1.00,191,Informational,"Video, People Also Ask, Related Searches, Short Videos, Site Links","0.23,0.15,0.23,0.29,0.44,0.36,0.44,0.66,0.54,0.23,0.19,0.15",20,,
br,roupa com proteção uv,,,,,,170,15,0.11,1.00,196,Informational,"Site Links, Video, People Also Ask, Popular Products, Related Searches, AI Overview","0.11,0.14,0.14,0.11,0.14,0.21,0.26,0.32,0.26,0.21,0.17,0.26",20,,
br,roupa de borracha surf,,,,,,480,10,0.10,1.00,191,Commercial,"Related Searches, Image Pack, Site Links, Video, Image, People Also Ask, Popular Products","0.67,0.81,1.00,0.67,0.44,0.44,0.54,0.44,0.67,0.29,0.44,0.67",20,,
br,roupa de neoprene,,,,,,880,13,0.09,1.00,194,"Informational, Commercial","Video Carousel, Related Searches, Image Pack, Site Links, Video, People Also Ask, Popular Products, Short Videos, Image","0.30,0.41,0.41,0.36,0.41,0.36,0.36,0.30,0.30,0.30,0.36,0.36",20,,
br,roupa de neoprene 3mm,,,,,,20,0,0.11,1.00,,,,"0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22",,,
br,roupa de neoprene brasileira,,,,,,,,,,,,,,,,
br,roupa de neoprene feminina,,,,,,70,0,0.13,1.00,,,,"0.82,0.41,0.41,0.11,0.41,0.41,0.41,0.41,0.41,0.29,0.29,0.41",,,
br,roupa de neoprene infantil,,,,,,50,0,0.10,0.97,,,,"0.64,0.52,0.52,0.41,0.29,0.29,0.23,0.52,0.23,0.29,0.11,0.11",,,
br,roupa de neoprene masculina,,,,,,50,0,0.09,0.97,,,,"0.63,0.63,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.36,0.45",,,
br,roupa de neoprene natação,,,,,,260,8,0.10,1.00,185,Informational,"Image Pack, People Also Ask, Related Searches, Site Links, Video, Image, Video Carousel, Popular Products, Short Videos","0.44,0.54,0.28,0.44,0.35,0.54,0.44,0.23,0.44,0.28,0.44,0.54",20,,
br,roupa de neoprene para mergulho,,,,,,70,0,0.09,0.99,,,,"0.21,0.28,0.28,0.21,0.21,0.28,0.21,0.28,0.28,0.21,0.28,0.28",,,
br,roupa de neoprene para água fria,,,,,,,,,,,,,,,,
br,roupa de neoprene preço,,,,,,20,0,0.00,1.00,,,,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,,
br,roupa de neoprene surf,,,,,,70,0,0.10,1.00,,,,"0.43,0.35,0.35,0.23,0.17,0.17,0.12,0.05,0.05,0.07,0.10,0.28",,,
br,roupa de praia feminina,,,,,,2900,36,0.13,1.00,30500000,Commercial,"People Also Ask, Related Searches, AI Overview, Image Pack, Site Links, Video, Image","0.35,0.29,0.35,0.44,0.53,0.66,0.66,0.81,0.81,0.44,0.53,0.44",20,,
br,roupa de praia masculina,,,,,,2400,21,0.16,1.00,10600000,Commercial,"Image Pack, Site Links, Video, Image, People Also Ask, Popular Products, Related Searches","0.36,0.22,0.43,0.43,0.65,0.54,0.54,0.81,1.00,0.43,0.43,0.43",20,,
br,roupa de praia que não desbota,,,,,,,,,,,,,,,,
br,roupa de praia que não marca,,,,,,,,,,,,,,,,
br,roupa de praia sustentável,,,,,,,,,,,,,,,,
br,roupa de surf,,,,,,1600,21,0.12,1.00,195,Commercial,"Image Pack, Site Links, Video, Image, People Also Ask, Related Searches","0.52,0.44,0.36,0.36,0.44,0.52,0.52,0.44,0.52,0.20,0.24,0.52",20,,
br,roupa de surf feminina maio,,,,,,,,,,,,,,,,
br,roupa de surf masculina,,,,,,590,11,0.11,1.00,196,Commercial,"Site Links, Video, Image, People Also Ask, Popular Products, Related Searches, Image Pack","0.59,0.59,0.48,0.39,0.48,0.39,0.59,0.88,0.88,0.48,0.39,0.48",20,,
br,roupa para praia,,,,,,590,22,0.13,1.00,169,Informational,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Short Videos, Image, Related Searches","0.07,0.07,0.13,0.10,0.16,0.16,0.20,0.20,0.20,0.10,0.52,0.08",20,,
br,roupa para surfar,,,,,,110,11,0.10,1.00,194,Commercial,"Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Image Pack, Site Links, Video","0.15,0.15,0.15,0.09,0.15,0.15,0.23,0.19,0.19,0.19,0.09,0.15",20,,
br,roupa para surfar iniciante,,,,,,,,,,,,,,,,
br,roupa térmica surf,,,,,,,,,,,,,,,,
br,roupa uv50,,,,,,,,,,,,,,,,
br,roupao de surf,,,,,,90,8,0.11,1.00,191,Commercial,"Related Searches, Image Pack, Site Links, Video, Image, People Also Ask","0.81,0.18,1.00,0.81,0.63,1.00,0.63,0.81,0.63,0.27,0.45,0.27",20,,
br,roupas de surf feminina,,,,,,110,8,0.11,1.00,166,Commercial,"Image Pack, Site Links, Video, Popular Products","0.09,0.21,0.07,0.09,0.14,0.14,0.09,0.14,0.05,0.03,0.17,0.26",20,,
br,roupas de surf masculina,,,,,,320,17,0.13,1.00,179,Commercial,"Site Links, Video, Image, Popular Products, Related Searches, Local Pack","0.66,0.44,0.28,0.44,0.54,0.35,0.66,1.00,1.00,0.54,0.44,0.54",20,,
br,roupão com capuz praia,,,,,,,,,,,,,,,,
br,roupão de praia,,,,,,110,19,0.10,1.00,209,"Informational, Commercial","Video, Image, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.34,0.19,0.34,0.34,0.34,0.42,0.80,0.80,0.42,0.34,0.26,0.19",20,,
br,roupão de praia infantil,,,,,,140,12,0.10,1.00,227,Commercial,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.15,0.15,0.21,0.34,0.53,0.65,0.81,1.00,0.65,0.28,0.21,0.15",20,,
br,roupão de surf,,,,,,90,10,0.11,1.00,182,"Informational, Commercial","Image Pack, Site Links, Video, Image, People Also Ask, Popular Products, Related Searches","0.63,0.18,1.00,0.81,0.63,1.00,0.63,0.81,0.63,0.27,0.45,0.27",20,,
br,roupão toalha praia,,,,,,,,,,,,,,,,
br,roupão toalha surf,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,saia de praia,,,,,,2900,19,0.12,1.00,218,Informational,"People Also Ask, Popular Products, Related Searches, Short Videos, Image Pack, Site Links, Video, Image","0.16,0.16,0.24,0.24,0.36,0.36,0.44,0.54,0.54,0.24,0.24,0.24",20,,
br,saia de praia curta,,,,,,390,20,0.15,1.00,11700000,"Informational, Commercial","Popular Products, Image Pack, Site Links, Video, Image, Video Carousel, People Also Ask","0.08,0.07,0.13,0.10,0.20,0.16,0.20,0.24,0.24,0.10,0.07,0.04",20,,
br,saia de praia longa,,,,,,1900,14,0.11,1.00,236,Informational,"Video, Image, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.44,0.29,0.16,0.44,0.53,0.53,0.24,0.35,0.53,0.18,0.44,0.44",20,,
br,saia drapeada praia,,,,,,20,0,0.18,1.00,,,,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",,,
br,saia transparente tule,,,,,,110,13,0.13,1.00,221,"Informational, Commercial","Related Searches, Image Pack, Site Links, Video, Image, Popular Products","0.28,0.23,0.17,0.17,0.23,0.43,0.35,0.53,0.35,0.23,0.17,0.35",20,,
br,saida de praia,,,,,,60500,26,0.12,1.00,196,"Informational, Commercial","Popular Products, Related Searches, Image Pack, Site Links, Video, People Also Ask","0.16,0.16,0.30,0.20,0.30,0.36,0.81,0.66,0.54,0.30,0.20,0.30",20,,
br,saida de praia bege,,,,,,170,12,0.21,1.00,224,"Informational, Commercial","Popular Products, Related Searches, Image Pack, Site Links, Video, Image, People Also Ask","0.22,0.22,0.29,0.35,0.35,0.35,0.54,0.54,0.54,0.29,0.29,0.29",20,,
br,saida de praia transparente,,,,,,390,24,0.14,1.00,240,"Informational, Commercial","Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack","0.10,0.10,0.16,0.10,0.16,0.24,0.16,0.24,0.41,0.16,0.13,0.16",20,,
br,sapatilha antiderrapante praia,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,sapatilha de neoprene,,,,,,590,23,0.04,1.00,527000,"Informational, Commercial","Image, People Also Ask, Popular Products, Related Searches, Short Videos, Image Pack, Site Links, Video","0.31,0.31,0.31,0.25,0.20,0.20,0.31,0.25,0.31,0.25,0.16,0.25",20,,
br,sapatilha esportiva neoprene,,,,,,,,,,,,,,,,
br,sapatilha neoprene surf,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,sapatilha para esportes aquáticos,,,,,,20,0,0.06,1.00,,,,"0.18,0.18,0.18,0.18,0.09,0.00,0.18,0.18,0.18,0.18,0.18,0.18",,,
br,sapatilha para pedra surf,,,,,,,,,,,,,,,,
br,sapatilha para surf,,,,,,20,0,0.07,1.00,,,,"0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07",,,
br,saída de praia,,,,,,14800,18,0.12,1.00,197,Informational,"Video Carousel, People Also Ask, Popular Products, Related Searches, Short Videos, Image Pack, Site Links, Video","0.24,0.10,0.24,0.20,0.36,0.29,0.44,0.54,0.44,0.20,0.29,0.20",20,,
br,saída de praia 2026,,,,,,260,11,0.09,1.00,159,Informational,"People Also Ask, Popular Products, AI Overview, Site Links, Video, Image, Video Carousel, Related Searches, Short Videos, Image Pack","0.00,0.00,0.01,0.05,0.11,0.11,0.48,0.48,1.00,0.39,0.03,0.21",20,,
br,saída de praia branca,,,,,,720,11,0.17,1.00,10300000,Commercial,"People Also Ask, Related Searches, Short Videos, Image Pack, Site Links, Video, Image","0.05,0.07,0.05,0.10,0.03,0.03,0.04,0.05,0.29,0.13,0.02,0.08",20,,
br,saída de praia com franja,,,,,,50,0,0.12,1.00,,,,"0.00,0.00,0.05,0.05,0.05,0.05,0.05,0.10,0.12,1.00,0.05,0.02",,,
br,saída de praia com manga,,,,,,20,0,0.11,1.00,,,,"0.28,0.00,0.00,0.00,0.14,0.28,0.42,0.71,1.00,0.71,0.14,0.00",,,
br,saída de praia com proteção uv,,,,,,20,0,0.09,1.00,,,,"0.00,0.00,0.14,0.28,0.28,0.28,0.28,0.71,1.00,0.14,0.14,0.00",,,
br,saída de praia curta,,,,,,590,13,0.15,1.00,208,Informational,"People Also Ask, Popular Products, Related Searches, Short Videos, Image Pack, Site Links, Video, Video Carousel","0.04,0.04,0.12,0.07,0.07,0.08,0.08,0.08,0.10,0.04,0.03,0.03",20,,
br,saída de praia de crochê,,,,,,6600,33,0.14,0.99,173,"Informational, Transactional","Image Pack, Reviews, Video, People Also Ask, Related Searches","0.05,0.13,0.10,0.19,0.19,0.36,0.36,0.24,0.36,0.24,0.19,0.24",90,,
br,saída de praia de linho,,,,,,30,0,0.10,1.00,,,,"0.00,0.00,0.18,0.18,0.45,0.36,0.45,0.36,0.45,1.00,0.09,0.18",,,
br,saída de praia de renda,,,,,,90,6,0.11,1.00,210,Informational,"Image Pack, Site Links, Image, People Also Ask, Popular Products, Video, Video Carousel, Related Searches, Short Videos","0.15,0.15,0.28,0.21,0.28,0.43,0.43,0.43,0.43,0.21,0.21,0.28",20,,
br,saída de praia de tule,,,,,,110,0,0.10,1.00,,,,"0.00,0.05,0.23,0.23,0.28,0.43,0.07,0.02,0.66,1.00,0.28,0.28",,,
br,saída de praia esportiva,,,,,,,,,,,,,,,,
br,saída de praia feminina,,,,,,1300,16,0.11,1.00,197,"Informational, Transactional","People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video","0.16,0.16,0.24,0.27,0.27,0.44,0.36,0.52,0.66,0.36,0.24,0.24",20,,
br,saída de praia infantil,,,,,,480,22,0.15,1.00,182,Commercial,"Image Pack, Site Links, Video, People Also Ask, Popular Products, Related Searches, Short Videos","0.03,0.03,0.04,0.05,0.08,0.10,0.10,0.66,0.16,0.05,0.05,0.04",20,,
br,saída de praia longa,,,,,,2400,9,0.14,1.00,197,Commercial,"Related Searches, Short Videos, Image Pack, Site Links, Video, Image, People Also Ask, Popular Products","0.04,0.10,0.13,0.16,0.19,0.24,0.19,0.36,0.24,0.10,0.10,0.10",20,,
br,saída de praia para gestante,,,,,,0,0,0.12,0.97,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,saída de praia para surf,,,,,,,,,,,,,,,,
br,saída de praia plus size,,,,,,1300,20,0.09,1.00,219,Informational,"Related Searches, Short Videos, Image Pack, Site Links, Video, People Also Ask, Popular Products","0.05,0.03,0.05,0.19,0.16,0.19,0.35,0.29,0.29,0.10,0.08,0.10",20,,
br,saída de praia preta,,,,,,320,12,0.18,1.00,205,Commercial,"People Also Ask, Popular Products, Related Searches, Short Videos, Image Pack, Site Links, Video, Image","0.03,0.03,0.05,0.05,0.07,0.08,0.08,0.10,0.13,0.05,0.04,0.07",20,,
br,saída de praia preço,,,,,,20,0,0.02,1.00,,,,"0.00,0.00,0.00,0.00,0.27,0.63,0.36,0.45,0.45,0.18,0.09,0.00",,,
br,sessão de surf de manhã,,,,,,,,,,,,,,,,
br,short de banho masculino,,,,,,1600,16,0.21,1.00,6000000,"Informational, Commercial","Image Pack, Site Links, Video, Image, People Also Ask, Popular Products, Related Searches","0.24,0.30,0.34,0.34,0.34,0.65,0.65,1.00,0.65,0.34,0.34,0.34",20,,
br,short de neoprene,,,,,,20,0,0.09,1.00,,,,"0.18,0.18,0.18,0.27,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",,,
br,short de praia,,,,,,2900,18,0.14,1.00,196,Commercial,"Related Searches, Image Pack, Site Links, Video, People Also Ask, Popular Products","0.10,0.10,0.16,0.12,0.19,0.12,0.29,0.36,0.29,0.19,0.16,0.16",20,,
br,short de praia feminino,,,,,,2900,9,0.12,1.00,11300000,"Informational, Commercial","Image, People Also Ask, Popular Products, Related Searches, Short Videos, Image Pack, Site Links, Video","0.10,0.05,0.16,0.16,0.24,0.29,0.24,0.54,0.66,0.24,0.24,0.24",20,,
br,short de praia infantil,,,,,,110,7,0.13,1.00,190,"Informational, Commercial","Video Carousel, Related Searches, Site Links, Reviews, Image, People Also Ask, Popular Products, Image Pack, Video","0.19,0.19,0.15,0.34,0.34,0.53,0.53,0.80,0.53,0.42,0.26,0.34",20,,
br,short de praia masculino,,,,,,2400,16,0.15,1.00,203,Commercial,"Related Searches, Short Videos, Image Pack, Site Links, Image, Video Carousel, People Also Ask, Video, Popular Products","0.08,0.16,0.16,0.16,0.29,0.24,0.36,0.36,0.36,0.16,0.19,0.19",20,,
br,short de surf,,,,,,210,9,0.18,1.00,190,Commercial,"Popular Products, Related Searches, Short Videos, Image Pack, Site Links, Video","0.05,0.35,0.23,0.05,0.35,0.03,0.54,0.81,0.54,0.35,0.35,0.44",20,,
br,short saia praia,,,,,,390,10,0.11,1.00,209,"Informational, Commercial","Related Searches, Image Pack, Site Links, Video, Popular Products","0.10,0.10,0.13,0.16,0.24,0.24,0.24,0.55,0.36,0.24,0.20,0.16",20,,
br,short surf masculino,,,,,,320,12,0.18,1.00,178,Commercial,"Image Pack, Site Links, Video, People Also Ask, Popular Products, Related Searches","0.13,0.13,0.13,0.16,0.20,0.16,0.24,0.36,0.36,0.16,0.16,0.20",20,,
br,subikini,,,,,,210,7,0.29,0.90,396000,Commercial,"Site Links, Reviews, Video, People Also Ask, Adwords Middle","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00",20,,
br,sunga,,,,,,18100,27,0.25,1.00,199,Informational,"Local Pack, Image Pack, Site Links, Video, Video Carousel, Popular Products, AI Overview, People Also Ask, Related Searches","0.24,0.24,0.24,0.29,0.29,0.29,0.54,0.66,0.54,0.29,0.29,0.29",20,,
br,sunga boxer,,,,,,2900,14,0.11,1.00,204,Commercial,"Image Pack, Site Links, Video, Image, Popular Products, Related Searches","0.16,0.16,0.19,0.24,0.24,0.29,0.36,0.44,0.54,0.29,0.19,0.19",20,,
br,sunga de praia,,,,,,2400,18,0.11,1.00,145,Commercial,"Video, Image, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.16,0.10,0.16,0.23,0.23,0.29,0.35,0.44,0.44,0.23,0.16,0.16",20,,
br,sunga estampada,,,,,,170,13,0.13,1.00,198,"Informational, Commercial","Image Pack, Site Links, Video, Image, Popular Products, Related Searches","0.17,0.09,0.14,0.14,0.21,0.26,0.26,0.32,0.26,0.11,0.11,0.11",20,,
br,sunga infantil,,,,,,4400,16,0.12,1.00,171,Commercial,"Popular Products, Related Searches, Image Pack, Site Links, Video","0.16,0.16,0.19,0.36,0.44,0.36,0.44,0.54,0.44,0.16,0.19,0.19",20,,
br,sunga masculina,,,,,,22200,22,0.14,1.00,195,Commercial,"Short Videos, Site Links, Video, People Also Ask, Popular Products, Related Searches","0.24,0.20,0.29,0.36,0.44,0.54,0.66,0.81,0.66,0.36,0.36,0.36",20,,
br,sunga preta,,,,,,1000,14,0.15,1.00,926000,"Informational, Commercial","Related Searches, Image Pack, Site Links, Video, Image, People Also Ask, Popular Products","0.24,0.24,0.30,0.30,0.36,0.36,0.54,0.79,0.66,0.36,0.30,0.30",20,,
br,sunga slip,,,,,,1000,14,0.21,1.00,190,Commercial,"Video, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.20,0.13,0.20,0.20,0.24,0.27,0.36,0.44,0.44,0.24,0.20,0.20",20,,
br,sunkini,,,,,,1600,13,0.11,1.00,53300,"Informational, Commercial","Image Pack, Site Links, Video, Popular Products, Related Searches","0.10,0.10,0.13,0.19,0.24,0.24,0.36,0.54,0.43,0.24,0.15,0.15",20,,
br,sunkini biquini,,,,,,20,0,0.10,1.00,,,,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.00,0.00",,,
br,sunkini feminino,,,,,,720,21,0.12,1.00,17200,Commercial,"People Also Ask, Popular Products, Related Searches, Image Pack, Video, Image","0.20,0.20,0.13,0.20,0.24,0.36,0.20,0.30,0.41,0.20,0.24,0.20",75,,
br,surf ao amanhecer,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,surf de madrugada,,,,,,,,,,,,,,,,
br,surf feminino,,,,,,260,19,0.21,0.39,181,Commercial,"Reviews, Video, Image, Video Carousel, People Also Ask, AI Overview, Knowledge Panel, Site Links","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",20,,
br,surf feminino iniciante,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00",,,
br,surf lycra,,,,,,880,8,0.10,1.00,166,"Informational, Commercial","Related Searches, AI Overview, Site Links, Video, Popular Products","0.62,0.36,0.24,0.36,0.30,0.55,0.62,0.81,0.62,0.36,0.45,0.45",20,,
br,surf lycras,,,,,,590,10,0.10,1.00,187,"Informational, Commercial","AI Overview, Site Links, Video, People Also Ask, Popular Products, Related Searches","0.00,0.00,0.24,0.00,0.45,0.62,1.00,0.00,1.00,0.00,0.00,0.00",20,,
br,surf para iniciantes praia,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,surf shop,,,,,,880,33,0.19,0.57,136000000,Commercial,"Local Pack, Site Links, Video, Image, Related Searches","0.13,0.13,0.16,0.08,0.08,0.08,0.08,0.16,0.16,0.08,0.29,0.10",20,,
br,surf zero hora,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,surfwear,,,,,,590,26,0.18,1.00,169,Informational,"People Also Ask, Related Searches, AI Overview, Knowledge Panel, Local Pack, Site Links, Video","0.36,0.45,0.30,0.16,0.45,0.30,0.45,0.62,0.36,0.36,0.24,0.24",20,,
br,surfwear masculino,,,,,,70,0,0.20,0.95,,,,"0.33,0.42,0.52,0.33,0.09,0.09,0.09,0.66,0.33,0.33,0.23,0.33",,,
br,sutiã de surf,,,,,,,,,,,,,,,,
br,tabela de medidas roupa de surf,,,,,,,,,,,,,,,,
br,tamanho de roupa de neoprene,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,temperatura da água para usar neoprene,,,,,,,,,,,,,,,,
br,toalha com capuz adulto,,,,,,30,0,0.07,1.00,,,,"0.18,0.18,0.18,0.18,0.18,0.27,0.27,0.27,0.36,0.27,0.18,0.36",,,
br,toalha com capuz infantil,,,,,,1000,10,0.12,1.00,628000,Informational,"Image Pack, Site Links, Video, Image, Video Carousel, Related Searches","0.34,0.44,0.44,0.34,0.44,0.20,0.24,0.30,0.65,0.34,0.34,0.34",20,,
br,toalha de praia com capuz,,,,,,20,0,0.00,0.80,,,,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.27,0.18,0.18,0.18,0.18",,,
br,toalha de surf,,,,,,40,0,0.07,1.00,,,,"0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.66,0.52,0.09,0.09,0.09",,,
br,toalha para surf,,,,,,,,,,,,,,,,
